# ./benchmark.sh 07 2**50 2**50+2**8 5 2**8 2 3
# model name	: Intel(R) Xeon(R) CPU E5-4650 v2 @ 2.40GHz
# SageMath version 7.5.beta5, Release Date: 2016-12-01
# ffisom revision 02167f074dc8f8f84f0bf71565f7be5363db18cc
# command="import os; sys.path.append(os.getcwd()); from benchmark import *; benchmark_all(pbound=[2**50,2**50+2**8], nbound=[5,2**8], prime=2, loops=3, tmax=600, verbose=True, write=True, overwrite=False, fname=os.getcwd()+'/07.dat', )"
1125899906842679 5 (2, 2) 0.0958633422852 0.0284243424733 0.0400466124217 0.00136534372965 0.000810066858927 0.000705798467 0.00101065635681 0.00103775660197 0.000693639119466
1125899906842679 7 (4, 6) 0.122026046117 0 0.0379330317179 0.00146094957987 0.00385236740112 0.00310929616292 0.00392111142476 0.00391173362732 0.00304166475932
1125899906842679 9 (1, 6) 0.00645200411479 0 0.0631935596466 0.00169428189596 0.00577147801717 0.00472569465637 0.00646503766378 0.00642768541972 0.00464367866516
1125899906842679 11 (1, 1) 0.00786765416463 0 0.0954687595367 0.000873406728109 0.000736713409424 0.000908056894938 0.000890572865804 0 0
1125899906842679 13 (1, 12) 0.00930937131246 0 0.106957038244 0.00459965070089 0.0150736967723 0.0115350882212 0.0151853561401 0.0150349140167 0.0117970307668
1125899906842679 17 (3, 8) 0.283169428507 0 0.19141236941 0.00586795806885 0.0161600907644 0.0133256912231 0.0173482894897 0.0206107298533 0.0152156352997
1125899906842679 19 (5, 9) 0.977456569672 0 0.221904595693 0.00845225652059 0.0214149951935 0.0181187788645 0.0228219827016 0.026957988739 0.0206560293833
1125899906842679 23 (1, 11) 0.0271179676056 0 0.359223922094 0.0117140611013 0.0340996583303 0.0289866924286 0.0356517632802 0.0419760545095 0.0294364293416
1125899906842679 25 (1, 10) 0.0317373275757 0 0.373937209447 0.0139095783234 0.0258060296377 0.0204003651937 0.0290285746257 0.0371990203857 0.0281657377879
1125899906842679 27 (2, 18) 0.466553370158 0.317068576813 0.512316544851 0.0289777119954 0.0541366736094 0.0438114007314 0.0559248924255 0.0613260269165 0.0511362552643
1125899906842679 29 (4, 28) 1.54733490944 0 0.540086666743 0.0587259133657 0.10040696462 0.079931974411 0.0994656880697 0.0990136464437 0.0880619684855
1125899906842679 31 (5, 3) 3.03730408351 0 0.695764621099 0.012634674708 0.0136592388153 0.0128056208293 0.0184302330017 0.0435376167297 0.032593647639
1125899906842679 37 (4, 6) 2.7296740214 0 0.943098306656 0.0259017944336 0.0299059549967 0.0257734457652 0.0351833502452 0.0728677113851 0.0584462483724
1125899906842679 41 (1, 40) 0.094117085139 0 1.42896127701 0.130450646083 0.251281499863 0.202284971873 0.246099948883 0.244851986567 0.211560646693
1125899906842679 43 (2, 21) 0.795114914576 0.561221599579 1.27692572276 0.108448664347 0.147699991862 0.126766999563 0.151613076528 0.179800033569 0.170022328695
1125899906842679 47 (6, 23) 11.8419436614 0 1.57935937246 0.155375321706 0.186368703842 0.161836067835 0.189691940943 0.225631952286 0.22109134992
1125899906842679 49 (4, 42) 5.11762094498 0 1.76688543955 0.274585088094 0.339150269826 0.280426025391 0.338472763697 0.34530266126 0.343494574229
1125899906842679 53 (2, 13) 1.24853539467 0.769474665324 2.14237642288 0.0817249615987 0.105469067891 0.0877459049225 0.116945107778 0.18492937088 0.14350104332
1125899906842679 59 (2, 2) 1.61759297053 1.38570634524 2.8004720211 0.0355887413025 0.0244046052297 0.0247776508331 0.0392957528432 0.16677459081 0.175344626109
1125899906842679 61 (6, 20) 22.4207510153 0 2.92733033498 0.247464259466 0.22621623675 0.194513320923 0.235393762589 0.328983386358 0.344655513763
1125899906842679 67 (4, 33) 10.5183823109 0 3.7796292305 0.499197721481 0.437067111333 0.366992314657 0.435566743215 0.528126716614 0.567985296249
1125899906842679 71 (4, 70) 11.9953516324 0 4.22500435511 1.31271894773 0.929137945175 0.755927880605 0.89822435379 0.895787636439 0.953243970871
1125899906842679 73 (1, 72) 0.369107723236 0 4.39815394084 1.39772168795 1.03798031807 0.833510955175 1.00435741742 1.001288414 1.07184799512
